Attendance,Date,Home,Away,Home_Avg_Attendance,Home_Last3_Avg,Matchup_Avg_Attendance,Home_Is_Big3,Away_Is_Big3,Day_Type,Round_Num
2877,2025-09-28,Alverca,Vitoria de Guimaraes,3782,3782,3782,0,0,weekend,7
13502,2025-09-28,Braga,Nacional,14963,15457,7872,0,0,weekend,7
3865,2025-09-28,Famalicao,Rio Ave,3864,4586,3204,0,0,weekend,7
4192,2025-09-29,Arouca,FC Porto,1949,1698,3454,0,1,weekday,7
1145,2025-10-03,Casa Pia AC,Estoril,2730,3114,908,0,0,weekend,8
4960,2025-10-04,Gil Vicente,Estrela da Amadora,5165,8006,2529,0,0,weekend,8
1678,2025-10-04,Nacional,Moreirense,2416,2529,1471,0,0,weekend,8
1100,2025-10-04,AVS Futebol SAD,Alverca,2460,2758,2460,0,0,weekend,8
14224,2025-10-04,Vitoria de Guimaraes,Santa Clara,17430,19389,13638,0,0,weekend,8
46331,2025-10-05,Sporting CP,Braga,37728,44881,37272,1,0,weekend,8
49520,2025-10-05,FC Porto,Benfica,40429,48288,49235,1,1,weekend,8
1491,2025-10-05,Arouca,Famalicao,1990,2428,1359,0,0,weekend,8
2066,2025-10-05,Rio Ave,Tondela,2913,3442,2913,0,0,weekend,8
2008,2025-10-24,Alverca,Gil Vicente,3556,3815,3556,0,0,weekend,9
1071,2025-10-25,Santa Clara,AVS Futebol SAD,2598,1810,1935,0,0,weekend,9
60322,2025-10-25,Benfica,Arouca,57470,57975,54854,1,0,weekend,9
1827,2025-10-25,Estrela da Amadora,Rio Ave,4006,2722,3787,0,0,weekend,9
4519,2025-10-26,Tondela,Sporting CP,1552,1552,1552,0,1,weekend,9
11384,2025-10-26,Braga,Casa Pia AC,14937,14233,14906,0,0,weekend,9
2687,2025-10-26,Estoril,Nacional,2792,2829,2128,0,0,weekend,9
4384,2025-10-26,Famalicao,Vitoria de Guimaraes,3864,4441,3872,0,0,weekend,9
5658,2025-10-27,Moreirense,FC Porto,2486,2571,5114,0,1,weekday,9
31833,2025-10-31,Sporting CP,Alverca,37885,46329,37885,1,0,weekend,10
1882,2025-11-01,Nacional,Famalicao,2380,2534,1466,0,0,weekend,10
1214,2025-11-01,Casa Pia AC,Estrela da Amadora,2701,1169,1952,0,0,weekend,10
2039,2025-11-01,Rio Ave,Estoril,2897,3313,2909,0,0,weekend,10
26127,2025-11-01,Vitoria de Guimaraes,Benfica,17372,17822,22529,0,1,weekend,10
1249,2025-11-02,Arouca,Moreirense,1981,2347,896,0,0,weekend,10
1050,2025-11-02,AVS Futebol SAD,Tondela,2395,2716,2395,0,0,weekend,10
48473,2025-11-02,FC Porto,Braga,40595,48617,43682,1,0,weekend,10
5475,2025-11-03,Gil Vicente,Santa Clara,5162,5971,3544,0,0,weekday,10
1856,2025-11-07,Estoril,Arouca,2790,3107,2232,0,0,weekend,11
1645,2025-11-08,Alverca,Rio Ave,3246,2307,3246,0,0,weekend,11
2718,2025-11-08,Tondela,Vitoria de Guimaraes,2294,2881,2294,0,0,weekend,11
5970,2025-11-08,Santa Clara,Sporting CP,2558,1521,6680,0,1,weekend,11
1551,2025-11-09,AVS Futebol SAD,Gil Vicente,2334,2522,726,0,0,weekend,11
2658,2025-11-09,Estrela da Amadora,Nacional,3950,2194,3386,0,0,weekend,11
4906,2025-11-09,Famalicao,FC Porto,3874,4379,4783,0,1,weekend,11
56428,2025-11-09,Benfica,Casa Pia AC,57521,58246,58310,1,0,weekend,11
10290,2025-11-09,Braga,Moreirense,14873,13001,13215,0,0,weekend,11
11976,2025-11-28,Vitoria de Guimaraes,AVS Futebol SAD,17528,21822,13647,0,0,weekend,12
1127,2025-11-29,Casa Pia AC,Alverca,2675,1123,2675,0,0,weekend,12
1999,2025-11-29,Moreirense,Famalicao,2568,3054,2174,0,0,weekend,12
4826,2025-11-29,Nacional,Benfica,2358,1696,5086,0,1,weekend,12
4538,2025-11-29,Gil Vicente,Tondela,5167,5898,5167,0,0,weekend,12
43722,2025-11-30,Sporting CP,Estrela da Amadora,37777,39958,39845,1,0,weekend,12
45092,2025-11-30,FC Porto,Estoril,40735,48426,32814,1,0,weekend,12
2098,2025-11-30,Rio Ave,Santa Clara,2882,2910,1452,0,0,weekend,12
1447,2025-12-01,Arouca,Braga,1968,2311,1835,0,0,weekday,12
65247,2025-12-05,Benfica,Sporting CP,57502,58036,62646,1,1,weekend,13
861,2025-12-06,Santa Clara,Casa Pia AC,2645,2950,1902,0,0,weekend,13
1027,2025-12-06,AVS Futebol SAD,Rio Ave,2300,1234,2151,0,0,weekend,13
2561,2025-12-06,Famalicao,Braga,3892,4385,4430,0,0,weekend,13
3019,2025-12-07,Estrela da Amadora,Arouca,3918,2066,3218,0,0,weekend,13
1964,2025-12-07,Estoril,Moreirense,2773,3142,2004,0,0,weekend,13
1396,2025-12-07,Alverca,Nacional,2979,2177,2979,0,0,weekend,13
4133,2025-12-07,Tondela,FC Porto,2378,3045,2378,0,1,weekend,13
13126,2025-12-08,Vitoria de Guimaraes,Gil Vicente,17431,17442,16392,0,0,weekday,13
1033,2025-12-13,Casa Pia AC,Gil Vicente,2648,1162,1053,0,0,weekend,14
2521,2025-12-13,Rio Ave,Vitoria de Guimaraes,2868,2068,3507,0,0,weekend,14
38713,2025-12-13,Sporting CP,AVS Futebol SAD,37881,40629,43039,1,0,weekend,14
5518,2025-12-14,Moreirense,Benfica,2553,3159,5740,0,1,weekend,14
856,2025-12-14,Arouca,Alverca,1959,1396,1959,0,0,weekend,14
3366,2025-12-14,Famalicao,Estoril,3869,3950,3336,0,0,weekend,14
31247,2025-12-15,FC Porto,Estrela da Amadora,40812,47695,31364,1,0,weekday,14
1082,2025-12-15,Nacional,Tondela,2465,2795,2465,0,0,weekday,14
5369,2025-12-15,Braga,Santa Clara,14793,11725,15672,0,0,weekday,14
2334,2025-12-19,Estoril,Braga,2760,2169,3323,0,0,weekend,15
4187,2025-12-20,Gil Vicente,Rio Ave,5156,4991,3181,0,0,weekend,15
1614,2025-12-20,Estrela da Amadora,Moreirense,3896,2501,3222,0,0,weekend,15
843,2025-12-21,AVS Futebol SAD,Nacional,2247,1209,1596,0,0,weekend,15
1673,2025-12-21,Tondela,Casa Pia AC,2671,3790,2671,0,0,weekend,15
2029,2025-12-21,Santa Clara,Arouca,2600,2634,1353,0,0,weekend,15
5634,2025-12-22,Alverca,FC Porto,2753,1683,2753,0,1,weekday,15
57894,2025-12-22,Benfica,Famalicao,57636,60666,56568,1,0,weekday,15
25097,2025-12-23,Vitoria de Guimaraes,Sporting CP,17357,17076,22933,0,1,rare,15
3989,2025-12-27,Famalicao,Estrela da Amadora,3860,3611,3103,0,0,weekend,16
1948,2025-12-27,Estoril,Alverca,2752,2051,2752,0,0,weekend,16
1903,2025-12-28,Arouca,Gil Vicente,1941,1184,1629,0,0,weekend,16
1574,2025-12-28,Casa Pia AC,Vitoria de Guimaraes,2620,1125,2760,0,0,weekend,16
24314,2025-12-28,Braga,Benfica,14630,9014,21709,0,1,weekend,16
47032,2025-12-28,Sporting CP,Rio Ave,37895,38089,34876,1,0,weekend,16
48097,2025-12-29,FC Porto,AVS Futebol SAD,40647,41604,37286,1,0,weekday,16
8956,2026-01-02,Gil Vicente,Sporting CP,5139,4733,9664,0,1,weekend,17
13955,2026-01-02,Vitoria de Guimaraes,Nacional,17488,16733,17423,0,0,weekend,17
1812,2026-01-03,Tondela,Arouca,2528,2841,2528,0,0,weekend,17
59865,2026-01-03,Benfica,Estoril,57640,59856,55857,1,0,weekend,17
2133,2026-01-03,Estrela da Amadora,Braga,3842,2430,3174,0,0,weekend,17
1754,2026-01-03,AVS Futebol SAD,Moreirense,2191,1140,2247,0,0,weekend,17
5338,2026-01-04,Santa Clara,FC Porto,2587,2953,6357,0,1,weekend,17
1454,2026-01-04,Alverca,Famalicao,3113,2892,3113,0,0,weekend,17
2067,2026-01-04,Rio Ave,Casa Pia AC,2862,2219,2586,0,0,weekend,17
2068,2026-01-11,Nacional,Santa Clara,2407,2597,1425,0,0,weekend,16
1952,2026-01-11,Moreirense,Tondela,2626,4392,2626,0,0,weekend,16
34975,2026-01-16,Sporting CP,Casa Pia AC,38050,43156,34145,1,0,weekend,18
5209,2026-01-17,Gil Vicente,Nacional,5204,5894,2643,0,0,weekend,18
1498,2026-01-17,Alverca,Moreirense,2929,2828,2929,0,0,weekend,18
987,2026-01-17,AVS Futebol SAD,Arouca,2174,1208,759,0,0,weekend,18
4435,2026-01-17,Rio Ave,Benfica,2849,2229,4565,0,1,weekend,18
28526,2026-01-18,Vitoria de Guimaraes,FC Porto,17429,17393,22461,0,1,weekend,18
1525,2026-01-18,Santa Clara,Famalicao,2652,2743,1618,0,0,weekend,18
2476,2026-01-18,Tondela,Braga,2439,2539,2439,0,0,weekend,18
2826,2026-01-19,Estrela da Amadora,Estoril,3802,2255,2690,0,0,weekday,18
914,2026-01-23,Casa Pia AC,AVS Futebol SAD,2602,1245,1147,0,0,weekend,19
1290,2026-01-24,Moreirense,Santa Clara,2610,3156,1798,0,0,weekend,19
3142,2026-01-24,Arouca,Sporting CP,1940,1402,3690,0,1,weekend,19
2176,2026-01-24,Estoril,Vitoria de Guimaraes,2739,2082,2123,0,0,weekend,19
1877,2026-01-25,Nacional,Rio Ave,2394,2659,1568,0,0,weekend,19
54548,2026-01-25,Benfica,Estrela da Amadora,57677,61002,58984,1,0,weekend,19
2529,2026-01-25,Famalicao,Tondela,3862,3305,3862,0,0,weekend,19
8410,2026-01-25,Braga,Alverca,14794,13324,14794,0,0,weekend,19
34273,2026-01-26,FC Porto,Gil Vicente,40773,41479,39980,1,0,weekday,19
10826,2026-01-30,Vitoria de Guimaraes,Moreirense,17611,22526,16587,0,0,weekend,20
1845,2026-01-31,Alverca,Estrela da Amadora,2786,2862,2786,0,0,weekend,20
1162,2026-01-31,Santa Clara,Estoril,2626,2964,1236,0,0,weekend,20
1842,2026-01-31,Rio Ave,Arouca,2875,3008,2694,0,0,weekend,20
4568,2026-02-01,Tondela,Benfica,2443,1987,2443,0,1,weekend,20
5745,2026-02-01,Gil Vicente,Famalicao,5204,6117,4330,0,0,weekend,20
39984,2026-02-01,Sporting CP,Nacional,37999,40240,42420,1,0,weekend,20
1140,2026-02-02,AVS Futebol SAD,Braga,2130,1195,2579,0,0,weekday,20
3296,2026-02-02,Casa Pia AC,FC Porto,2574,1174,5048,0,1,weekday,20
1498,2026-02-07,Estrela da Amadora,Santa Clara,3780,2191,3481,0,0,weekend,21
1729,2026-02-07,Moreirense,Gil Vicente,2579,2920,1357,0,0,weekend,21
2072,2026-02-07,Estoril,Tondela,2730,2153,2730,0,0,weekend,21
1355,2026-02-07,Arouca,Vitoria de Guimaraes,1960,1967,2659,0,0,weekend,21
1881,2026-02-08,Nacional,Casa Pia AC,2374,1676,1556,0,0,weekend,21
10528,2026-02-08,Braga,Rio Ave,14688,12698,12479,0,0,weekend,21
49311,2026-02-08,Benfica,Alverca,57626,57436,57626,1,0,weekend,21
1141,2026-02-09,Famalicao,AVS Futebol SAD,3840,3295,4163,0,0,weekday,21
49378,2026-02-09,FC Porto,Sporting CP,40665,37872,47951,1,1,weekday,21
7184,2026-02-13,Santa Clara,Benfica,2593,2675,9817,0,1,weekend,22
1468,2026-02-13,Tondela,Alverca,2655,2952,2655,0,0,weekend,22
1037,2026-02-14,Casa Pia AC,Arouca,2586,1928,1059,0,0,weekend,22
13645,2026-02-14,Vitoria de Guimaraes,Estrela da Amadora,17502,17769,16504,0,0,weekend,22
